cve_id,published,last_modified,vuln_status,description,cvss_score,cvss_version,cwe,references,is_kev,kev_name,kev_date_added,kev_action,epss_score,cwe_description,severity,days_old,cvss_norm,epss_norm,attack_type,classify_method,priority_score,priority_tier
CVE-2026-20245,2026-06-04 22:33:00.748000+00:00,2026-06-12 21:18:19.941000+00:00,PUBLISHED,"A vulnerability in the CLI of Cisco Catalyst SD-WAN Controller, formerly SD-WAN vSmart, Cisco Catalyst SD-WAN Manager, formerly SD-WAN vManage, and Cisco Catalyst SD-WAN Validator, formerly SD-WAN vBond, could allow an authenticated, local attacker to execute arbitrary commands as root by supplying a crafted file to the affected system.

This vulnerability is due to insufficient validation of user-supplied input. An attacker could exploit this vulnerability by uploading a crafted file to the affected system. A successful exploit could allow the attacker to perform command injection attacks on an affected system and elevate their privileges as the root user.&nbsp;
To exploit this vulnerability, the attacker must have netadmin privileges on the affected system. This would require valid credentials or exploitation of  or . Cisco is not aware of successful exploitation by other methods. Cisco has observed limited cases where the exploitation of this bug resulted in a configuration change pushed to edge devices.
Cisco recommends that customers upgrade to the fixed software that is documented in the  that was published on May 14, 2026, and verify the configuration of the edge devices.",7.8,3.1,CWE-116,[],1,Cisco Catalyst SD-WAN Manager Improper Encoding or Escaping of Output Vulnerability,2026-06-09,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.8448,XSS,High,16,0.78,0.8448,XSS,CWE,0.8577,P1 - Immediate
CVE-2008-4250,2008-10-23 21:00:00+00:00,2026-05-21 03:55:20.953000+00:00,PUBLISHED,"The Server service in Microsoft Windows 2000 SP4, XP SP2 and SP3, Server 2003 SP1 and SP2, Vista Gold and SP1, Server 2008, and 7 Pre-Beta allows remote attackers to execute arbitrary code via a crafted RPC request that triggers the overflow during path canonicalization, as exploited in the wild by Gimmiv.A in October 2008, aka ""Server Service Vulnerability.""",8.0,,,[],1,Microsoft Windows Buffer Overflow Vulnerability,2026-05-20,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.8202,,High,6449,0.8,0.8202,Code Injection / RCE,keyword,0.8571,P1 - Immediate
CVE-2026-9082,2026-05-20 18:20:52.863000+00:00,2026-05-23 03:55:38.207000+00:00,PUBLISHED,"Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Drupal Drupal core allows SQL Injection.

This issue affects Drupal core: from 8.9.0 before 10.4.10, from 10.5.0 before 10.5.10, from 10.6.0 before 10.6.9, from 11.0.0 before 11.1.10, from 11.2.0 before 11.2.12, from 11.3.0 before 11.3.10.",9.8,3.1,CWE-89,[],1,Drupal Core SQL Injection Vulnerability,2026-05-22,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.6114,SQL Injection,Critical,31,0.9800000000000001,0.6114,SQL Injection,CWE,0.856,P1 - Immediate
CVE-2025-29635,2025-03-25 00:00:00+00:00,2026-04-25 03:55:37.481000+00:00,PUBLISHED,"A command injection vulnerability in D-Link DIR-823X 240126 and 240802 allows an authorized attacker to execute arbitrary commands on remote devices by sending a POST request to /goform/set_prohibiting via the corresponding function, triggering remote command execution.",8.0,,,[],1,D-Link DIR-823X Command Injection Vulnerability,2026-04-24,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.7848,,High,453,0.8,0.7848,Command Injection,keyword,0.8447,P1 - Immediate
CVE-2026-0300,2026-05-06 18:57:39.876000+00:00,2026-06-09 09:02:50.781000+00:00,PUBLISHED,"A buffer overflow vulnerability in the User-ID™ Authentication Portal (aka Captive Portal) service of Palo Alto Networks PAN-OS software allows an unauthenticated attacker to execute arbitrary code with root privileges on the PA-Series and VM-Series firewalls by sending specially crafted packets. 

The risk of this issue is greatly reduced if you secure access to the User-ID™ Authentication Portal per the  best practice guidelines https://knowledgebase.paloaltonetworks.com/KCSArticleDetail  by restricting access to only trusted internal IP addresses.

Prisma Access, Cloud NGFW and Panorama appliances are not impacted by this vulnerability.",9.3,4.0,CWE-787,[],1,Palo Alto Networks PAN-OS Out-of-bounds Write Vulnerability,2026-05-06,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable. Until the vendor releases an official fix, the following workaround should be implemented:  - Restrict User-ID Authentication Portal access to only trusted zones.  - Disable User-ID Authentication Portal if not required. 5/13/2026: Palo Alto has released a variety of patches. If these are relevant to your environment, please apply the designated patch.",0.6317,Out-of-Bounds Write,Critical,45,0.93,0.6317,Out-of-Bounds Write,CWE,0.8431,P1 - Immediate
CVE-2024-1708,2024-02-21 15:29:10.091000+00:00,2026-04-29 03:55:27.225000+00:00,PUBLISHED,"ConnectWise ScreenConnect 23.9.7 and prior are affected by path-traversal vulnerability, which may allow an attacker 

the ability to execute remote code or directly impact confidential data or critical systems.",8.4,3.1,CWE-22,[],1,ConnectWise ScreenConnect Path Traversal Vulnerability,2026-04-28,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.7121,Path Traversal,High,850,0.8400000000000001,0.7121,Path Traversal,CWE,0.8352,P1 - Immediate
CVE-2024-57728,2025-01-15 00:00:00+00:00,2026-04-25 03:55:36.284000+00:00,PUBLISHED,SimpleHelp remote support software v5.5.7 and before allows admin users to upload arbitrary files anywhere on the file system by uploading a crafted zip file (i.e. zip slip). This can be exploited to execute arbitrary code on the host in the context of the SimpleHelp server user.,8.0,,,[],1,SimpleHelp Path Traversal Vulnerability,2026-04-24,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.7474,,High,522,0.8,0.7474,Code Injection / RCE,keyword,0.8316,P1 - Immediate
CVE-2022-0492,2022-03-03 00:00:00+00:00,2026-06-03 03:55:20.847000+00:00,PUBLISHED,"A vulnerability was found in the Linux kernel’s cgroup_release_agent_write in the kernel/cgroup/cgroup-v1.c function. This flaw, under certain circumstances, allows the use of the cgroups v1 release_agent feature to escalate privileges and bypass the namespace isolation unexpectedly.",8.0,,CWE-287,[],1,Linux Kernel Improper Authentication Vulnerability,2026-06-02,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.7359,Authentication Bypass,High,1571,0.8,0.7359,Authentication Bypass,CWE,0.8276,P1 - Immediate
CVE-2026-6973,2026-05-07 15:21:24.849000+00:00,2026-06-11 16:17:26.449000+00:00,PUBLISHED,"An Improper Input Validation in Ivanti EPMM before versions 12.6.1.1, 12.7.0.1, and 12.8.0.1 allows a remotely authenticated user with administrative access to achieve remote code execution.",7.2,3.1,CWE-20,[],1,Ivanti Endpoint Manager Mobile (EPMM) Improper Input Validation Vulnerability,2026-05-07,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.8221,Improper Input Validation,High,44,0.72,0.8221,Improper Input Validation,CWE,0.8257,P1 - Immediate
CVE-2026-11645,2026-06-08 23:27:31.298000+00:00,2026-06-10 03:58:04.682000+00:00,PUBLISHED,Out of bounds read and write in V8 in Google Chrome prior to 149.0.7827.103 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),8.0,,,[],1,Google Chromium V8 Out-of-Bounds Read and Write Vulnerability,2026-06-09,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.7237,,High,12,0.8,0.7237,Code Injection / RCE,keyword,0.8233,P1 - Immediate
CVE-2010-0806,2010-03-10 22:00:00+00:00,2026-05-21 03:55:29.109000+00:00,PUBLISHED,"Use-after-free vulnerability in the Peer Objects component (aka iepeers.dll) in Microsoft Internet Explorer 6, 6 SP1, and 7 allows remote attackers to execute arbitrary code via vectors involving access to an invalid pointer after the deletion of an object, as exploited in the wild in March 2010, aka ""Uninitialized Memory Corruption Vulnerability.""",8.0,,,[],1,Microsoft Internet Explorer Use-After-Free Vulnerability,2026-05-20,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.7084,,High,5946,0.8,0.7084,Code Injection / RCE,keyword,0.8179,P1 - Immediate
CVE-2026-39987,2026-04-09 17:16:55.639000+00:00,2026-04-24 03:55:20.777000+00:00,PUBLISHED,"marimo is a reactive Python notebook. Prior to 0.23.0, Marimo has a Pre-Auth RCE vulnerability. The terminal WebSocket endpoint /terminal/ws lacks authentication validation, allowing an unauthenticated attacker to obtain a full PTY shell and execute arbitrary system commands. Unlike other WebSocket endpoints (e.g., /ws) that correctly call validate_auth() for authentication, the /terminal/ws endpoint only checks the running mode and platform support before accepting connections, completely skipping authentication verification. This vulnerability is fixed in 0.23.0.",9.3,4.0,CWE-306,[],1,Marimo Remote Code Execution Vulnerability,2026-04-23,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.5256,Authentication Bypass,Critical,72,0.93,0.5256,Authentication Bypass,CWE,0.806,P1 - Immediate
CVE-2026-28318,2026-06-04 14:05:58.218000+00:00,2026-06-06 03:55:57.072000+00:00,PUBLISHED,SolarWinds Serv-U is susceptible to specially crafted POST requests that crash the Serv-U service without authentication using Content-Encoding: deflate. Mitigation steps are provided to secure customer environments in the SolarWinds Trust Center if you are unable to deploy the update,7.5,3.1,CWE-400,[],1,SolarWinds Serv-U Uncontrolled Resource Consumption Vulnerability,2026-06-05,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.7158,DoS,High,16,0.75,0.7158,DoS,CWE,0.8005,P1 - Immediate
CVE-2026-42208,2026-05-08 03:38:14.124000+00:00,2026-05-09 03:55:45.157000+00:00,PUBLISHED,"LiteLLM is a proxy server (AI Gateway) to call LLM APIs in OpenAI (or native) format. From version 1.81.16 to before version 1.83.7, a database query used during proxy API key checks mixed the caller-supplied key value into the query text instead of passing it as a separate parameter. An unauthenticated attacker could send a specially crafted Authorization header to any LLM API route (for example POST /chat/completions) and reach this query through the proxy's error-handling path. An attacker could read data from the proxy's database and may be able to modify it, leading to unauthorised access to the proxy and the credentials it manages. This issue has been patched in version 1.83.7.",9.3,4.0,CWE-89,[],1,BerriAI LiteLLM SQL Injection Vulnerability,2026-05-08,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.506,SQL Injection,Critical,44,0.93,0.506,SQL Injection,CWE,0.7991,P1 - Immediate
CVE-2026-34926,2026-05-21 13:03:21.164000+00:00,2026-05-22 12:47:07.213000+00:00,PUBLISHED,"A directory traversal vulnerability in the Apex One (on-premise) server could allow a pre-authenticated local attacker to modify a key table on the server to inject malicious code to deploy to agents on affected installations.


This vulnerability is only exploitable on the on-premise version of Apex One and a potential attacker must have access to the Apex One Server and already obtained administrative credentials to the server via some other method to exploit this vulnerability.",6.7,3.1,CWE-23,[],1,Trend Micro Apex One (On-Premise) Directory Traversal Vulnerability,2026-05-21,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.7987,Path Traversal,Medium,30,0.67,0.7987,Path Traversal,CWE,0.7975,P1 - Immediate
CVE-2026-50751,2026-06-08 11:07:15.746000+00:00,2026-06-10 13:37:27.725000+00:00,PUBLISHED,A logic flow weakness in Remote Access and Mobile Access certificate validation in deprecated IKEv1 key exchange allows an unauthenticated remote attacker to bypass user authentication and establish a remote access VPN connection without a valid user password.,8.0,,CWE-287,[],1,Check Point Security Gateway Improper Authentication Vulnerability,2026-06-08,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.6492,Authentication Bypass,High,12,0.8,0.6492,Authentication Bypass,CWE,0.7972,P1 - Immediate
CVE-2024-21182,2024-07-16 22:40:11.035000+00:00,2026-06-02 03:55:36.699000+00:00,PUBLISHED,"Vulnerability in the Oracle WebLogic Server product of Oracle Fusion Middleware (component: Core).  Supported versions that are affected are 12.2.1.4.0 and  14.1.1.0.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via T3, IIOP to compromise Oracle WebLogic Server.  Successful attacks of this vulnerability can result in  unauthorized access to critical data or complete access to all Oracle WebLogic Server accessible data. CVSS 3.1 Base Score 7.5 (Confidentiality impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N).",7.5,3.1,,[],1,Oracle WebLogic Server Unspecified Vulnerability,2026-06-01,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.6453,,High,704,0.75,0.6453,Other / Unknown,unknown,0.7759,P1 - Immediate
CVE-2026-20262,2026-06-15 16:21:09.696000+00:00,2026-06-17 03:55:46.594000+00:00,PUBLISHED,"A vulnerability in the web UI of Cisco Catalyst SD-WAN Manager, formerly SD-WAN vManage, could allow an authenticated, remote attacker to create a file or overwrite any file on the filesystem of an affected system.

This vulnerability exists because the affected software does not properly validate user-supplied input during a file upload process. An attacker could exploit this vulnerability by sending a crafted HTTP request to an affected API endpoint of the affected system. A successful exploit could allow the attacker to create or overwrite any file on the underlying operating system. This file could later be used to elevate to root. To exploit this vulnerability, the attacker must have valid credentials with at least a lower-privileged, single-task user account.",6.5,3.1,CWE-22,[],1,Cisco Catalyst SD-WAN Manager Directory or Path Traversal Vulnerability,2026-06-15,"Apply mitigations in accordance with vendor instructions, ensuring compliance with CISA’s BOD 26-04 Prioritizing Security Updates Based on Risk (see URL in Notes) guidance and CISA’s “Forensics Triage Requirements” (see URL in Notes). Follow applicable BOD 26-04 guidance for cloud services or discontinue use of the product if mitigations are unavailable. Stakeholders are responsible for evaluating each asset's internet exposure and ensuring adherence to BOD 26-04 patching guidelines.",0.7243,Path Traversal,Medium,5,0.65,0.7243,Path Traversal,CWE,0.7635,P1 - Immediate
CVE-2026-0257,2026-05-13 18:15:10.172000+00:00,2026-06-09 09:02:42.807000+00:00,PUBLISHED,"Authentication bypass vulnerabilities in the GlobalProtect portal and gateway of Palo Alto Networks PAN-OS® software allows the attacker to bypass security restrictions and establish an unauthorized VPN connection.

Panorama and Cloud NGFW are not impacted by these issues.",7.8,4.0,CWE-565,[],1,Palo Alto Networks PAN-OS Authentication Bypass Vulnerability,2026-05-29,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.5655,,High,38,0.78,0.5655,Authentication Bypass,keyword,0.7599,P1 - Immediate
CVE-2009-3459,2009-10-13 10:00:00+00:00,2026-05-21 03:55:27.999000+00:00,PUBLISHED,"Heap-based buffer overflow in Adobe Reader and Acrobat 7.x before 7.1.4, 8.x before 8.1.7, and 9.x before 9.2 allows remote attackers to execute arbitrary code via a crafted PDF file that triggers memory corruption, as exploited in the wild in October 2009. NOTE: some of these details are obtained from third party information.",8.0,,,[],1,Adobe Acrobat and Reader Heap-Based Buffer Overflow Vulnerability,2026-05-20,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.4912,,High,6094,0.8,0.4912,Code Injection / RCE,keyword,0.7419,P2 - High
CVE-2026-31431,2026-04-22 08:15:10.123000+00:00,2026-05-18 17:44:54.264000+00:00,PUBLISHED,"In the Linux kernel, the following vulnerability has been resolved:

crypto: algif_aead - Revert to operating out-of-place

This mostly reverts commit 72548b093ee3 except for the copying of
the associated data.

There is no benefit in operating in-place in algif_aead since the
source and destination come from different mappings.  Get rid of
all the complexity added for in-place operation and just copy the
AD directly.",7.8,3.1,,[],1,Linux Kernel Incorrect Resource Transfer Between Spheres Vulnerability,2026-05-01,"""Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.5006,,High,60,0.78,0.5006,Code Injection / RCE,keyword,0.7372,P2 - High
CVE-2026-32202,2026-04-14 16:57:36.996000+00:00,2026-06-19 16:08:02.338000+00:00,PUBLISHED,Protection mechanism failure in Windows Shell allows an unauthorized attacker to perform spoofing over a network.,4.3,3.1,CWE-693,[],1,Microsoft Windows Protection Mechanism Failure Vulnerability,2026-04-28,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.8387,,Medium,67,0.43,0.8387,Other / Unknown,unknown,0.7155,P2 - High
CVE-2024-57726,2025-01-15 00:00:00+00:00,2026-04-25 03:55:35.185000+00:00,PUBLISHED,SimpleHelp remote support software v5.5.7 and before has a vulnerability that allows low-privileges technicians to create API keys with excessive permissions. These API keys can be used to escalate privileges to the server admin role.,8.0,,,[],1,SimpleHelp Missing Authorization Vulnerability,2026-04-24,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.3418,,High,522,0.8,0.3418,Privilege Escalation,keyword,0.6896,P2 - High
CVE-2026-7473,2026-06-05 16:22:47.989000+00:00,2026-06-10 03:57:41.291000+00:00,PUBLISHED,"On affected platforms running Arista EOS where a tunnel decapsulation configuration—such as VXLAN (Virtual Extensible LAN), decap-groups, or a GRE (Generic Routing Encapsulation) tunnel interface—is present, the switch will incorrectly decapsulate and forward other unexpected tunneled packet with a destination IP matching its configured decapsulation IP. This occurs because the switch does not verify the tunnel protocol type, potentially leading to the unexpected processing of non-configured tunnel traffic.



This issue has been reported as being exploited in the wild.",5.8,3.1,CWE-1023,[],1,Arista Extensible Operating System Incomplete Comparison with Missing Factors Vulnerability,2026-06-09,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.5841,,Medium,15,0.58,0.5841,Other / Unknown,unknown,0.6864,P2 - High
CVE-2026-45498,2026-05-20 13:09:12.903000+00:00,2026-06-19 16:12:40.778000+00:00,PUBLISHED,Microsoft Defender Denial of Service Vulnerability,4.0,3.1,CWE-400,[],1,Microsoft Defender Denial of Service Vulnerability,2026-05-20,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",0.6327,DoS,Medium,31,0.4,0.6327,DoS,CWE,0.6314,P2 - High
